"","INSTNM","CITY","INSTURL","Ranking","ADM_RATE","CONTROL","HIGHDEG","FAMINC"
"226","American InterContinental University-Atlanta","Atlanta","www.aiuniv.edu/online-campus/campus-locations/atlanta","> 230","NULL","Private for-profit","Graduate degree","17387.876251"
"227","American InterContinental University-Houston","Houston","www.aiuniv.edu/online-campus/campus-locations/houston","> 230","NULL","Private for-profit","Graduate degree","17387.876251"
"228","American International College","Springfield","www.aic.edu","> 230","0.6931","Private nonprofit","Graduate degree","55133.722807"
"229","American Jewish University","Los Angeles","www.aju.edu","> 230","0.5979","Private nonprofit","Graduate degree","39505.166667"
"230","American Medical Academy","Miami","WWW.AMA.EDU","> 230","NULL","Private for-profit","Associate degree","35360.863208"
"231","American Medical Sciences Center","Glendale","www.amsc.edu","> 230","NULL","Private for-profit","Certificate degree","25818.26506"
"232","American Musical and Dramatic Academy","New York","www.amda.edu","> 230","0.219","Private nonprofit","Bachelor's degree","70316.116719"
"233","American National University","Salem","https://www.an.edu/locations/","> 230","NULL","Private for-profit","Graduate degree","18631.943946"
"234","American National University-Canton","Canton","https://www.an.edu/locations/stark-county-oh/","> 230","NULL","Private for-profit","Associate degree","18631.943946"
"235","American National University-Cincinnati","Cincinnati","https://www.an.edu/locations/cincinnati-oh/","> 230","NULL","Private for-profit","Associate degree","18631.943946"
"236","American National University-Columbus","Columbus","https://www.an.edu/locations/columbus-oh/","> 230","NULL","Private for-profit","Associate degree","18631.943946"
"237","American National University-Dayton","Kettering","https://www.an.edu/locations/dayton-oh/","> 230","NULL","Private for-profit","Associate degree","18631.943946"
"238","American National University-Lexington","Lexington","https://www.an.edu/locations/","> 230","NULL","Private for-profit","Bachelor's degree","16672.383313"
"239","American National University-Stow","Stow","https://www.an.edu/locations/akron-oh/","> 230","NULL","Private for-profit","Associate degree","18631.943946"
"240","American National University-Willoughby Hills","Willoughby Hills","https://www.an.edu/locations/","> 230","NULL","Private for-profit","Associate degree","18631.943946"
"241","American National University-Youngstown","Youngstown","https://www.an.edu/locations/youngstown-oh/","> 230","NULL","Private for-profit","Associate degree","18631.943946"
"242","American Public University System","Charles Town","www.apus.edu","> 230","NULL","Private for-profit","Graduate degree","27769.723178"
"243","American River College","Sacramento","www.arc.losrios.edu/","> 230","NULL","Public","Associate degree","18070.304658"
"244","American Samoa Community College","PagoPago","www.amsamoa.edu","> 230","NULL","Public","Bachelor's degree","17873.66581"
"245","American Sentinel University","Aurora","www.americansentinel.edu","> 230","NULL","Private for-profit","Graduate degree","67525.388471"
"246","American Technical Institute","Bayamon","www.amtec.edu","> 230","NULL","Private for-profit","Certificate degree","5678.9807692"
"247","American Trade School","Saint Ann","www.americantradeschool.edu","> 230","NULL","Private for-profit","Certificate degree","27581.322835"
"248","American University","Washington","WWW.AMERICAN.EDU","78","0.2591","Private nonprofit","Graduate degree","105098.73643"
"249","American University of Health Sciences","Signal Hill","www.auhs.edu","> 230","1","Private for-profit","Bachelor's degree","46522.808219"
"250","American University of Puerto Rico","Bayamon","aupr.edu","> 230","NULL","Private nonprofit","Graduate degree","11703.077244"
"251","American University of Puerto Rico","Manati","aupr.edu","> 230","NULL","Private nonprofit","Graduate degree","11703.077244"
"252","AmeriTech College-Draper","Draper","www.ameritech.edu","> 230","0.4531","Private for-profit","Bachelor's degree","46943.35873"
"253","AmeriTech College-Provo","Provo","www.ameritech.edu","> 230","0","Private for-profit","Certificate degree","46943.35873"
"254","AMG School of Licensed Practical Nursing","Brooklyn","amg.edu","> 230","NULL","Private for-profit","Certificate degree","28614.546468"
"255","Amherst College","Amherst","www.amherst.edu","> 230","0.1369","Private nonprofit","Bachelor's degree","78988.733711"
"256","Ammi Barber Academy","Kerrville","www.ammibarber.com/","> 230","NULL","Private for-profit","Certificate degree","22109.157895"
"257","Amridge University","Montgomery","www.amridgeuniversity.edu","> 230","NULL","Private nonprofit","Graduate degree","21079.472973"
"258","Anabaptist Mennonite Biblical Seminary","Elkhart","www.ambs.edu","> 230","NULL","Private nonprofit","Graduate degree","NULL"
"259","Ancilla College","Donaldson","https://www.ancilla.edu/","> 230","NULL","Private nonprofit","Associate degree","45392.285714"
"260","Anderson University","Anderson","https://www.anderson.edu","> 230","0.6642","Private nonprofit","Graduate degree","69729.815418"
"261","Anderson University","Anderson","www.andersonuniversity.edu","> 230","0.5392","Private nonprofit","Graduate degree","76608.551471"
"262","Andover Newton Theological School","Newton Centre","www.ants.edu","> 230","NULL","Private nonprofit","Graduate degree","PrivacySuppressed"
"263","Andrew College","Cuthbert","www.andrewcollege.edu","> 230","1","Private nonprofit","Associate degree","47054.042208"
"264","Andrews University","Berrien Springs","www.andrews.edu","194","0.4042","Private nonprofit","Graduate degree","69266.021277"
"265","Angeles College","Los Angeles","www.angelescollege.edu","> 230","NULL","Private for-profit","Bachelor's degree","17736.350785"
"266","Angeles Institute","ARTESIA","www.angelesinstitute.edu/","> 230","NULL","Private for-profit","Certificate degree","32105.376206"
"267","Angelina College","Lufkin","www.angelina.edu","> 230","NULL","Public","Associate degree","23135.561688"
"268","Angelo State University","San Angelo","www.angelo.edu","> 230","0.7437","Public","Graduate degree","55398.26581"
"269","Anna Maria College","Paxton","www.annamaria.edu","> 230","0.8271","Private nonprofit","Graduate degree","69493.468019"
"270","Anne Arundel Community College","Arnold","www.aacc.edu","> 230","NULL","Public","Associate degree","40386.956262"
"271","Annenberg School of Nursing","Reseda","www.asn.edu","> 230","NULL","Private nonprofit","Non-degree-granting","PrivacySuppressed"
"272","Anoka-Ramsey Community College","Coon Rapids","www.anokaramsey.edu","> 230","NULL","Public","Associate degree","49654.434889"
"273","Anoka Technical College","Anoka","www.anokatech.edu","> 230","NULL","Public","Associate degree","43129.043339"
"274","Anson College of Cosmetology","Wadesboro","ansoncollegeofcosmetology.com","> 230","NULL","Private for-profit","Non-degree-granting","PrivacySuppressed"
"275","Antelope Valley College","Lancaster","www.avc.edu","> 230","NULL","Public","Associate degree","18790.768215"
"276","Antilles School of Technical Careers","San Juan","antillespr.edu/","> 230","NULL","Private for-profit","Certificate degree","7958.8960205"
"277","Antioch College","Yellow Springs","antiochcollege.edu","> 230","0.72","Private nonprofit","Bachelor's degree","60149.37"
"278","Antioch University-Los Angeles","Culver City","www.antiochla.edu","> 230","NULL","Private nonprofit","Graduate degree","31475.859944"
"279","Antioch University-Midwest","Yellow Springs","midwest.antioch.edu/","> 230","NULL","Private nonprofit","Graduate degree","31475.859944"
"280","Antioch University-New England","Keene","www.antiochne.edu","> 230","NULL","Private nonprofit","Graduate degree","31475.859944"
"281","Antioch University-Santa Barbara","Santa Barbara","www.antiochsb.edu","> 230","NULL","Private nonprofit","Graduate degree","31475.859944"
"282","Antioch University-Seattle","Seattle","www.antiochseattle.edu","> 230","NULL","Private nonprofit","Graduate degree","31475.859944"
"283","Antonelli College-Cincinnati","Cincinnati","www.antonellicollege.edu","> 230","NULL","Private for-profit","Associate degree","14431.84041"
"284","Antonelli College-Hattiesburg","Hattiesburg","www.antonellicollege.edu","> 230","NULL","Private for-profit","Associate degree","14431.84041"
"285","Antonelli College-Jackson","Jackson","www.antonellicollege.edu","> 230","NULL","Private for-profit","Associate degree","14431.84041"
"286","Antonelli Institute","Erdenheim","www.antonelli.edu","> 230","NULL","Private for-profit","Associate degree","71841.994012"
"287","Antonelli Medical and Professional Institute","Pottstown","www.ampi.edu","> 230","NULL","Private for-profit","Certificate degree","21002.051471"
"288","AOMA Graduate School of Integrative Medicine","Austin","https://aoma.edu/","> 230","NULL","Private for-profit","Graduate degree","NULL"
"289","Aparicio-Levy Technical College","Tampa","www.aparicio-levy.edu","> 230","NULL","Public","Certificate degree","15515"
"290","Apex School of Theology","Durham","www.apexsot.edu","> 230","NULL","Private nonprofit","Graduate degree","17501.496333"
"291","Apex Technical School","Long Island City","www.apextechnical.com","> 230","NULL","Private for-profit","Certificate degree","20771.522997"
"292","Apollo Career Center","Lima","www.apollocareercenterotc.com","> 230","NULL","Public","Certificate degree","24979.807843"
"293","Appalachian Beauty School","South Williamson","appalachianbeautyschool.com/","> 230","NULL","Private for-profit","Certificate degree","16485.263158"
"294","Appalachian Bible College","Mount Hope","www.abc.edu","> 230","0.5185","Private nonprofit","Bachelor's degree","51092.569767"
"295","Appalachian College of Pharmacy","Oakwood","www.acp.edu","> 230","NULL","Private nonprofit","Graduate degree","NULL"
"296","Appalachian School of Law","Grundy","www.asl.edu","> 230","NULL","Private nonprofit","Graduate degree","NULL"
"297","Appalachian State University","Boone","www.appstate.edu/","> 230","0.6832","Public","Graduate degree","71740.684514"
"298","Applied Technology Services","Sunset Hills","www.appliedtech-stl.com","> 230","0.8333","Public","Certificate degree","22741.146789"
"299","Aquinas College","Grand Rapids","www.aquinas.edu","> 230","0.9132","Private nonprofit","Graduate degree","72908.761983"
"300","Aquinas College","Nashville","www.aquinascollege.edu","> 230","0.4041","Private nonprofit","Graduate degree","71394.891089"
"301","Aquinas Institute of Theology","Saint Louis","www.ai.edu","> 230","NULL","Private nonprofit","Graduate degree","PrivacySuppressed"
"302","Arapahoe Community College","Littleton","www.arapahoe.edu","> 230","NULL","Public","Associate degree","42699.635999"
"303","Arcadia University","Glenside","https://www.arcadia.edu","> 230","0.6327","Private nonprofit","Graduate degree","80734.621492"
"304","Arclabs","Piedmont","www.arclabs.edu","> 230","NULL","Private for-profit","Certificate degree","27213.66"
"305","Argosy University-Atlanta","Atlanta","www.argosy.edu/locations/atlanta","> 230","NULL","Private for-profit","Graduate degree","24353.155675"
"306","Argosy University-Chicago","Chicago","www.argosy.edu/chicago","> 230","NULL","Private for-profit","Graduate degree","24353.155675"
"307","Argosy University-Dallas","Farmers Branch","www.argosy.edu/dallas/","> 230","NULL","Private for-profit","Graduate degree","24353.155675"
"308","Argosy University-Denver","Denver","www.argosy.edu/denver/","> 230","NULL","Private for-profit","Graduate degree","24353.155675"
"309","Argosy University-Hawaii","Honolulu","www.argosy.edu/Locations/state/Hawaii","> 230","NULL","Private for-profit","Graduate degree","24353.155675"
"310","Argosy University-Inland Empire","Ontario","www.argosy.edu/locations/inland-empire","> 230","NULL","Private for-profit","Graduate degree","24353.155675"
"311","Argosy University-Los Angeles","Los Angeles","www.argosy.edu/locations/los-angeles","> 230","NULL","Private for-profit","Graduate degree","24353.155675"
"312","Argosy University-Nashville","Nashville","www.argosy.edu/nashville/","> 230","NULL","Private for-profit","Graduate degree","24353.155675"
"313","Argosy University-Northern Virginia","Arlington","www.argosy.edu/washingtondc","> 230","NULL","Private for-profit","Graduate degree","24353.155675"
"314","Argosy University-Orange County","Orange","www.argosy.edu/locations/los-angeles-orange-county","> 230","NULL","Private for-profit","Graduate degree","24353.155675"
"315","Argosy University-Phoenix","Phoenix","www.argosy.edu/phoenix/","> 230","NULL","Private for-profit","Graduate degree","24353.155675"
